session_id,date,model,trim,device,utm_source,utm_medium,utm_campaign,duration_sec,steps_completed,completed,lead_submitted,market
CFG008788,2025-10-31,AVATR 11,Executive Plus,mobile,linkedin,social,META_GB_AVATR12_RTG_CONQUEST_BMW_20251023,133,2,False,False,GB
CFG008789,2025-10-31,DEEPAL S07,Pure,mobile,linkedin,referral,TT_GB_S07_AWR_HERO_LAUNCH_20250722,606,5,False,False,GB
CFG008790,2025-10-31,AVATR 11,Executive Plus,mobile,google,social,META_GB_S07_CVR_LUXURY_LIFESTYLE_20251023,165,3,False,False,GB
CFG008791,2025-10-31,DEEPAL S07,Design,desktop,linkedin,social,TT_GB_S07_AWR_AWARD_WINNER_20250805,231,7,False,False,GB
CFG008792,2025-10-31,DEEPAL S07,Pure,mobile,organic,organic,GOOG_GB_S07_PMAX_20251013,542,5,True,False,GB
CFG008793,2025-10-31,DEEPAL S07,Intelligence,mobile,linkedin,cpc,META_GB_AVATR12_AWR_ENGAGED_VIEWERS_20251012,258,7,True,False,GB
CFG008794,2025-10-31,DEEPAL S07,Intelligence,mobile,linkedin,email,META_GB_S07_AWR_ENGAGED_VIEWERS_20250526,125,6,False,False,DE
CFG008795,2025-10-31,DEEPAL S07,Intelligence,desktop,direct,social,META_GB_S07_AWR_EV_INTENDERS_20250512,210,5,True,True,FR
CFG008796,2025-10-31,AVATR 11,Executive Plus,tablet,meta,cpc,organic,247,7,False,False,GB
CFG008797,2025-10-31,DEEPAL S07,Design,mobile,tiktok,email,META_GB_AVATR12_RTG_LOOKALIKE_CONVERTERS_20250914,360,7,True,False,DE
CFG008798,2025-10-31,DEEPAL S07,Pure,desktop,google,organic,TT_GB_S07_AWR_CONFIGURATOR_CTA_20251025,139,7,False,False,GB
CFG008799,2025-10-31,AVATR 12,Performance,mobile,tiktok,social,META_GB_AVATR12_CON_CONFIGURATOR_USERS_20250915,26,2,False,False,DE
CFG008800,2025-10-31,AVATR 11,Executive,mobile,linkedin,display,META_GB_AVATR12_AWR_FLEET_MANAGERS_20251015,175,7,True,False,GB
CFG008801,2025-10-31,AVATR 11,Executive Plus,desktop,google,email,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250914,229,4,False,False,GB
CFG008802,2025-10-31,AVATR 12,Performance,mobile,linkedin,organic,organic,52,5,False,False,GB
CFG008803,2025-10-31,DEEPAL S07,Design,mobile,linkedin,email,TT_GB_S07_AWR_COMPARISON_20250425,298,5,True,False,DE
CFG008804,2025-10-31,AVATR 11,Executive,desktop,google,display,META_GB_S07_CVR_EV_INTENDERS_20250920,91,5,True,False,FR
CFG008805,2025-10-31,AVATR 12,Performance,desktop,direct,organic,META_GB_S07_CVR_CONFIGURATOR_USERS_20250917,255,7,True,False,GB
CFG008806,2025-10-31,AVATR 12,Performance,mobile,linkedin,social,TT_GB_S07_CVR_RESERVATION_CTA_20250918,28,5,True,False,FR
CFG008807,2025-10-31,DEEPAL S07,Design,desktop,direct,organic,organic,125,1,False,False,GB
CFG008808,2025-10-31,AVATR 12,Long Range,desktop,linkedin,organic,organic,233,6,True,False,GB
CFG008809,2025-10-31,DEEPAL S07,Intelligence,mobile,direct,referral,organic,152,6,False,False,GB
CFG008810,2025-10-31,DEEPAL S07,Design,mobile,google,organic,META_GB_S07_AWR_FAMILY_BUYERS_20250511,307,2,False,False,DE
CFG008811,2025-10-31,DEEPAL S07,Intelligence,desktop,meta,email,META_GB_S07_CVR_PREMIUM_AUTO_20251011,194,2,False,False,GB
CFG008812,2025-10-31,DEEPAL S07,Intelligence,mobile,direct,organic,organic,351,7,False,False,DE
CFG008813,2025-10-31,DEEPAL S07,Pure,mobile,organic,referral,TT_GB_S07_AWR_HERO_LAUNCH_20251011,300,7,True,False,DE
CFG008814,2025-10-31,AVATR 12,Long Range,mobile,tiktok,organic,organic,168,4,False,False,GB
CFG008815,2025-10-31,DEEPAL S07,Intelligence,desktop,google,organic,organic,95,4,False,False,FR
CFG008816,2025-10-31,DEEPAL S07,Design,desktop,meta,cpc,organic,305,6,True,False,GB
CFG008817,2025-10-31,AVATR 12,Performance,mobile,tiktok,organic,GOOG_GB_AVATR11_PMAX_20251023,197,3,False,False,GB
CFG008818,2025-10-31,DEEPAL S07,Design,mobile,linkedin,cpc,TT_GB_S07_AWR_AWARD_WINNER_20250804,65,7,True,False,FR
CFG008819,2025-10-31,DEEPAL S07,Pure,desktop,meta,cpc,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250120,136,7,True,False,GB
CFG008820,2025-10-31,DEEPAL S07,Design,mobile,organic,organic,META_GB_S07_AWR_CONQUEST_AUDI_20250517,351,2,False,False,GB
CFG008821,2025-10-31,AVATR 12,Performance,mobile,google,email,organic,311,4,False,False,GB
CFG008822,2025-10-31,DEEPAL S07,Pure,mobile,meta,cpc,organic,247,6,True,False,GB
CFG008823,2025-10-31,AVATR 11,Executive Plus,mobile,linkedin,social,META_GB_S07_AWR_CONQUEST_BMW_20250825,451,2,False,False,FR
CFG008824,2025-10-31,DEEPAL S07,Intelligence,mobile,tiktok,referral,META_GB_S07_AWR_CONQUEST_AUDI_20250908,101,1,False,False,DE
CFG008825,2025-10-31,DEEPAL S07,Intelligence,desktop,tiktok,referral,organic,136,6,True,False,GB
CFG008826,2025-10-31,DEEPAL S07,Pure,mobile,tiktok,display,organic,203,7,True,False,DE
CFG008827,2025-10-31,AVATR 12,Performance,desktop,google,cpc,organic,814,7,True,False,DE
CFG008828,2025-10-31,DEEPAL S07,Design,desktop,google,social,organic,88,4,False,False,GB
CFG008829,2025-10-31,AVATR 12,Long Range,mobile,organic,cpc,TT_GB_S07_AWR_PRICE_REVEAL_20251001,100,4,False,False,FR
CFG008830,2025-10-31,DEEPAL S07,Intelligence,desktop,linkedin,cpc,META_GB_S07_AWR_CONQUEST_BMW_20250812,229,5,False,False,GB
CFG008831,2025-10-31,AVATR 11,Executive,mobile,google,organic,organic,214,1,False,False,GB
CFG008832,2025-10-31,AVATR 11,Executive Plus,mobile,organic,referral,organic,111,3,False,False,FR
CFG008833,2025-10-31,AVATR 12,Long Range,desktop,google,email,organic,162,7,True,False,GB
CFG008834,2025-10-31,AVATR 12,Long Range,mobile,google,organic,META_GB_S07_AWR_ECO_CONSCIOUS_20250305,92,1,False,False,GB
CFG008835,2025-10-31,DEEPAL S07,Pure,mobile,organic,referral,META_GB_AVATR12_AWR_PREMIUM_AUTO_20251030,98,2,False,False,GB
CFG008836,2025-10-31,DEEPAL S07,Pure,tablet,direct,organic,organic,128,5,True,False,GB
CFG008837,2025-10-31,DEEPAL S07,Pure,mobile,meta,referral,organic,137,1,False,False,DE
CFG008838,2025-10-31,DEEPAL S07,Pure,desktop,direct,social,GOOG_GB_S07_SRC_BRAND_20250228,102,5,True,True,DE
CFG008839,2025-10-31,AVATR 12,Long Range,desktop,google,social,TT_GB_AVATR11_CVR_AWARD_WINNER_20251013,467,3,False,False,GB
CFG008840,2025-10-31,DEEPAL S07,Intelligence,mobile,meta,cpc,META_GB_S07_AWR_PREMIUM_AUTO_20250407,66,7,True,False,GB
CFG008841,2025-10-31,DEEPAL S07,Pure,mobile,tiktok,cpc,META_GB_AVATR12_CON_ENGAGED_VIEWERS_20250922,50,2,False,False,DE
CFG008842,2025-10-31,DEEPAL S07,Design,mobile,tiktok,cpc,organic,351,7,True,False,DE
CFG008843,2025-10-31,AVATR 12,Long Range,desktop,tiktok,display,META_GB_AVATR12_RTG_SITE_VISITORS_20250923,73,5,True,False,GB
CFG008844,2025-10-31,DEEPAL S07,Design,desktop,meta,social,META_GB_S07_RTG_EV_INTENDERS_20251004,211,5,False,False,GB
CFG008845,2025-10-31,DEEPAL S07,Pure,desktop,organic,cpc,META_GB_S07_AWR_CONFIGURATOR_USERS_20251024,229,7,False,False,DE
CFG008846,2025-11-01,AVATR 12,Performance,tablet,direct,display,META_GB_AVATR12_CVR_CONQUEST_AUDI_20251011,199,7,False,False,FR
CFG008847,2025-11-01,DEEPAL S07,Design,mobile,organic,social,META_GB_AVATR11_AWR_FAMILY_BUYERS_20251009,254,4,False,False,GB
CFG008848,2025-11-01,DEEPAL S07,Intelligence,mobile,linkedin,social,GOOG_GB_S07_SRC_BRAND_20250515,45,7,True,False,GB
CFG008849,2025-11-01,DEEPAL S07,Design,mobile,linkedin,email,META_GB_AVATR11_RTG_CONFIGURATOR_USERS_20251027,92,5,True,False,GB
CFG008850,2025-11-01,DEEPAL S07,Pure,mobile,tiktok,display,GOOG_GB_AVATR11_PMAX_20251018,96,2,False,False,DE
CFG008851,2025-11-01,DEEPAL S07,Design,mobile,linkedin,cpc,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250119,194,3,False,False,GB
CFG008852,2025-11-01,DEEPAL S07,Intelligence,mobile,google,cpc,TT_GB_AVATR12_CVR_HERO_LAUNCH_20250910,110,7,True,False,GB
CFG008853,2025-11-01,DEEPAL S07,Intelligence,mobile,meta,organic,META_GB_S07_AWR_FAMILY_BUYERS_20250119,319,7,True,False,DE
CFG008854,2025-11-01,AVATR 12,Performance,mobile,linkedin,social,organic,76,4,False,False,DE
CFG008855,2025-11-01,DEEPAL S07,Pure,mobile,linkedin,social,META_GB_S07_AWR_ENGAGED_VIEWERS_20250328,144,5,True,False,GB
CFG008856,2025-11-01,DEEPAL S07,Pure,mobile,google,referral,META_GB_AVATR11_AWR_LUXURY_LIFESTYLE_20251008,103,6,True,False,GB
CFG008857,2025-11-01,AVATR 12,Long Range,desktop,tiktok,organic,organic,79,5,True,True,GB
CFG008858,2025-11-01,AVATR 12,Long Range,desktop,tiktok,referral,GOOG_GB_AVATR12_GDN_LOOKALIKE_CONVERTERS_20250921,51,3,False,False,GB
CFG008859,2025-11-01,DEEPAL S07,Intelligence,mobile,google,social,META_GB_S07_AWR_ECO_CONSCIOUS_20250223,161,5,False,False,GB
CFG008860,2025-11-01,DEEPAL S07,Intelligence,desktop,linkedin,display,organic,158,7,True,False,GB
CFG008861,2025-11-01,AVATR 12,Long Range,desktop,meta,email,organic,284,5,False,False,GB
CFG008862,2025-11-01,DEEPAL S07,Design,mobile,direct,social,META_GB_S07_CVR_TECH_ENTHUSIASTS_20251002,167,5,True,False,FR
CFG008863,2025-11-01,DEEPAL S07,Intelligence,mobile,organic,organic,organic,41,5,False,False,GB
CFG008864,2025-11-01,DEEPAL S07,Intelligence,desktop,linkedin,display,organic,105,5,True,False,DE
CFG008865,2025-11-01,AVATR 12,Performance,desktop,meta,referral,META_GB_S07_AWR_ECO_CONSCIOUS_20250219,223,5,True,False,DE
CFG008866,2025-11-01,DEEPAL S07,Pure,desktop,google,cpc,TT_GB_S07_CVR_PRODUCT_FEATURES_20250904,121,7,True,True,GB
CFG008867,2025-11-01,DEEPAL S07,Intelligence,mobile,meta,social,organic,125,1,False,False,GB
CFG008868,2025-11-01,DEEPAL S07,Intelligence,desktop,organic,cpc,GOOG_GB_S07_GDN_PREMIUM_AUTO_20251013,51,1,False,False,GB
CFG008869,2025-11-01,DEEPAL S07,Design,desktop,direct,cpc,organic,244,7,True,False,GB
CFG008870,2025-11-01,DEEPAL S07,Intelligence,mobile,linkedin,organic,TT_GB_S07_AWR_RESERVATION_CTA_20250827,85,2,False,False,GB
CFG008871,2025-11-01,DEEPAL S07,Pure,tablet,organic,cpc,organic,168,4,False,False,DE
CFG008872,2025-11-01,DEEPAL S07,Design,mobile,google,display,TT_GB_AVATR12_CVR_COMPARISON_20250903,124,7,False,False,GB
CFG008873,2025-11-01,DEEPAL S07,Intelligence,desktop,google,organic,organic,205,7,True,False,GB
CFG008874,2025-11-01,DEEPAL S07,Design,desktop,direct,social,META_GB_S07_AWR_PREMIUM_AUTO_20250328,29,5,True,False,GB
CFG008875,2025-11-01,AVATR 11,Executive Plus,desktop,organic,organic,TT_GB_S07_AWR_PRODUCT_FEATURES_20250120,52,6,True,False,DE
CFG008876,2025-11-01,DEEPAL S07,Design,mobile,organic,organic,organic,91,6,True,False,FR
CFG008877,2025-11-01,DEEPAL S07,Design,mobile,linkedin,organic,META_GB_AVATR11_AWR_EV_INTENDERS_20251001,31,6,True,False,GB
CFG008878,2025-11-01,DEEPAL S07,Intelligence,mobile,google,referral,organic,118,5,True,False,DE
CFG008879,2025-11-01,DEEPAL S07,Design,mobile,tiktok,referral,organic,90,6,True,False,DE
CFG008880,2025-11-01,DEEPAL S07,Design,mobile,linkedin,email,organic,64,5,True,False,DE
CFG008881,2025-11-01,DEEPAL S07,Design,desktop,google,social,organic,36,6,True,False,DE
CFG008882,2025-11-01,DEEPAL S07,Pure,mobile,google,referral,META_GB_S07_AWR_PREMIUM_AUTO_20250822,283,5,True,False,GB
CFG008883,2025-11-01,AVATR 12,Performance,mobile,organic,organic,organic,108,3,False,False,DE
CFG008884,2025-11-01,AVATR 12,Performance,mobile,linkedin,display,TT_GB_AVATR12_TRF_DEALER_LOCATOR_20251017,96,6,False,False,GB
CFG008885,2025-11-01,DEEPAL S07,Pure,mobile,direct,referral,organic,487,5,False,False,GB
CFG008886,2025-11-01,DEEPAL S07,Pure,desktop,meta,social,META_GB_S07_AWR_CONQUEST_AUDI_20250909,101,4,False,False,GB
CFG008887,2025-11-01,DEEPAL S07,Pure,mobile,tiktok,social,META_GB_AVATR12_CVR_ENGAGED_VIEWERS_20251026,61,6,True,False,GB
CFG008888,2025-11-01,DEEPAL S07,Pure,tablet,organic,organic,GOOG_GB_S07_PMAX_20250926,533,7,False,False,GB
CFG008889,2025-11-01,AVATR 12,Long Range,tablet,tiktok,organic,organic,85,6,True,False,GB
CFG008890,2025-11-01,DEEPAL S07,Pure,desktop,direct,email,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250409,998,3,False,False,GB
CFG008891,2025-11-01,AVATR 12,Long Range,desktop,linkedin,referral,TT_GB_AVATR11_CVR_COMPARISON_20251011,88,5,True,False,GB
CFG008892,2025-11-01,DEEPAL S07,Intelligence,desktop,linkedin,email,organic,185,6,False,False,GB
CFG008893,2025-11-01,AVATR 11,Executive Plus,desktop,tiktok,referral,META_GB_AVATR11_CON_ENGAGED_VIEWERS_20251006,260,5,True,False,DE
CFG008894,2025-11-01,AVATR 12,Long Range,mobile,google,display,organic,59,5,True,False,GB
CFG008895,2025-11-01,DEEPAL S07,Intelligence,mobile,direct,organic,META_GB_AVATR11_CON_LOOKALIKE_CONVERTERS_20251029,322,3,False,False,DE
CFG008896,2025-11-01,DEEPAL S07,Design,mobile,meta,social,GOOG_GB_AVATR12_GDN_PREMIUM_AUTO_20251002,81,1,False,False,GB
CFG008897,2025-11-01,DEEPAL S07,Design,desktop,google,social,META_GB_S07_AWR_ECO_CONSCIOUS_20250916,39,6,True,False,GB
CFG008898,2025-11-01,AVATR 12,Performance,desktop,linkedin,email,META_GB_AVATR12_RTG_PREMIUM_AUTO_20251006,709,6,False,False,GB
CFG008899,2025-11-01,AVATR 12,Long Range,desktop,linkedin,cpc,META_GB_S07_CON_ENGAGED_VIEWERS_20251017,216,3,False,False,GB
CFG008900,2025-11-01,DEEPAL S07,Intelligence,desktop,organic,referral,META_GB_S07_AWR_ECO_CONSCIOUS_20250302,219,7,False,False,GB
CFG008901,2025-11-01,AVATR 11,Executive Plus,mobile,organic,email,organic,195,6,False,False,GB
CFG008902,2025-11-01,AVATR 12,Long Range,desktop,organic,email,organic,39,7,True,False,GB
CFG008903,2025-11-01,DEEPAL S07,Intelligence,mobile,google,email,TT_GB_S07_AWR_AWARD_WINNER_20250115,667,1,False,False,GB
CFG008904,2025-11-01,AVATR 12,Long Range,desktop,google,social,META_GB_S07_CON_YOUNG_PROFESSIONALS_20251022,79,2,False,False,GB
CFG008905,2025-11-01,DEEPAL S07,Pure,mobile,meta,email,META_GB_AVATR12_AWR_PREMIUM_AUTO_20251020,55,2,False,False,GB
CFG008906,2025-11-01,DEEPAL S07,Pure,mobile,google,social,TT_GB_S07_AWR_COMPARISON_20251022,82,2,False,False,GB
CFG008907,2025-11-01,DEEPAL S07,Intelligence,mobile,linkedin,organic,TT_GB_S07_AWR_PRICE_REVEAL_20250829,386,7,True,False,GB
CFG008908,2025-11-01,AVATR 12,Performance,desktop,tiktok,referral,META_GB_AVATR11_AWR_CONQUEST_AUDI_20251009,349,1,False,False,DE
CFG008909,2025-11-01,DEEPAL S07,Design,desktop,google,display,META_GB_S07_AWR_CONFIGURATOR_USERS_20250830,66,6,False,False,FR
CFG008910,2025-11-01,AVATR 11,Executive Plus,mobile,google,display,organic,393,2,False,False,DE
CFG008911,2025-11-01,DEEPAL S07,Pure,mobile,google,display,META_GB_S07_AWR_FAMILY_BUYERS_20250815,339,1,False,False,DE
CFG008912,2025-11-01,DEEPAL S07,Design,mobile,direct,social,TT_GB_AVATR11_CVR_TESTIMONIAL_20251001,93,5,True,True,GB
CFG008913,2025-11-01,DEEPAL S07,Design,desktop,direct,organic,GOOG_GB_AVATR11_GDN_YOUNG_PROFESSIONALS_20251012,98,4,False,False,GB
CFG008914,2025-11-01,DEEPAL S07,Design,desktop,direct,display,TT_GB_AVATR12_TRF_LIFESTYLE_20251030,552,5,True,False,GB
CFG008915,2025-11-01,AVATR 11,Executive Plus,mobile,tiktok,referral,organic,22,1,False,False,GB
CFG008916,2025-11-01,DEEPAL S07,Design,mobile,linkedin,cpc,GOOG_GB_S07_SRC_GEN_20251014,287,3,False,False,GB
CFG008917,2025-11-02,DEEPAL S07,Intelligence,mobile,direct,display,organic,252,6,False,False,FR
CFG008918,2025-11-02,AVATR 12,Performance,mobile,tiktok,referral,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250513,129,1,False,False,GB
CFG008919,2025-11-02,DEEPAL S07,Pure,mobile,direct,social,GOOG_GB_S07_GDN_FLEET_MANAGERS_20251029,505,7,False,False,GB
CFG008920,2025-11-02,DEEPAL S07,Design,desktop,tiktok,organic,TT_GB_S07_CVR_TESTIMONIAL_20250915,463,6,True,False,GB
CFG008921,2025-11-02,DEEPAL S07,Intelligence,mobile,google,email,TT_GB_AVATR11_CVR_AWARD_WINNER_20251023,134,1,False,False,GB
CFG008922,2025-11-02,AVATR 11,Executive Plus,desktop,tiktok,email,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250304,28,4,False,False,GB
CFG008923,2025-11-02,AVATR 12,Performance,tablet,organic,display,organic,198,5,False,False,GB
CFG008924,2025-11-02,DEEPAL S07,Pure,mobile,google,display,META_GB_S07_AWR_FAMILY_BUYERS_20251016,179,5,True,False,DE
CFG008925,2025-11-02,DEEPAL S07,Design,mobile,direct,organic,TT_GB_S07_TRF_LIFESTYLE_20250918,190,1,False,False,GB
CFG008926,2025-11-02,DEEPAL S07,Pure,desktop,tiktok,email,organic,28,7,True,False,DE
CFG008927,2025-11-02,DEEPAL S07,Design,desktop,organic,social,GOOG_GB_S07_SRC_BRAND_20250611,119,3,False,False,GB
CFG008928,2025-11-02,DEEPAL S07,Design,mobile,meta,organic,organic,89,7,True,False,GB
CFG008929,2025-11-02,DEEPAL S07,Pure,tablet,organic,referral,META_GB_S07_AWR_CONFIGURATOR_USERS_20250608,64,4,False,False,FR
CFG008930,2025-11-02,DEEPAL S07,Design,mobile,linkedin,cpc,META_GB_S07_AWR_SITE_VISITORS_20250702,35,7,True,False,FR
CFG008931,2025-11-02,AVATR 12,Long Range,desktop,google,organic,TT_GB_AVATR12_TRF_COMPARISON_20250930,58,7,True,False,FR
CFG008932,2025-11-02,DEEPAL S07,Design,desktop,google,organic,META_GB_AVATR12_CON_LUXURY_LIFESTYLE_20250922,276,5,True,False,DE
CFG008933,2025-11-02,DEEPAL S07,Pure,mobile,organic,cpc,organic,115,4,False,False,GB
CFG008934,2025-11-02,DEEPAL S07,Design,mobile,linkedin,cpc,META_GB_S07_CVR_PREMIUM_AUTO_20251011,78,5,False,False,GB
CFG008935,2025-11-02,DEEPAL S07,Design,mobile,direct,cpc,GOOG_GB_S07_PMAX_20250913,202,4,False,False,GB
CFG008936,2025-11-02,DEEPAL S07,Intelligence,desktop,google,display,organic,107,3,False,False,GB
CFG008937,2025-11-02,DEEPAL S07,Intelligence,mobile,google,social,organic,370,5,True,False,DE
CFG008938,2025-11-02,DEEPAL S07,Pure,desktop,organic,referral,META_GB_AVATR12_CVR_FLEET_MANAGERS_20251001,77,6,True,False,FR
CFG008939,2025-11-02,AVATR 12,Performance,tablet,meta,referral,GOOG_GB_AVATR12_SRC_GEN_20251027,322,5,False,False,GB
CFG008940,2025-11-02,DEEPAL S07,Design,mobile,organic,referral,META_GB_S07_AWR_SITE_VISITORS_20250724,53,5,True,True,GB
CFG008941,2025-11-02,DEEPAL S07,Design,desktop,google,display,organic,115,7,True,False,GB
CFG008942,2025-11-02,DEEPAL S07,Design,mobile,meta,social,TT_GB_S07_AWR_PRICE_REVEAL_20250318,68,7,True,False,DE
CFG008943,2025-11-02,DEEPAL S07,Design,mobile,linkedin,referral,TT_GB_S07_AWR_DEALER_LOCATOR_20250612,41,6,True,False,GB
CFG008944,2025-11-02,DEEPAL S07,Design,mobile,direct,email,META_GB_S07_AWR_SITE_VISITORS_20250321,206,6,True,False,GB
CFG008945,2025-11-02,DEEPAL S07,Intelligence,desktop,google,social,META_GB_S07_AWR_SITE_VISITORS_20250816,51,3,False,False,GB
CFG008946,2025-11-02,AVATR 12,Long Range,mobile,linkedin,organic,organic,85,5,True,False,GB
CFG008947,2025-11-02,DEEPAL S07,Pure,mobile,direct,cpc,GOOG_GB_AVATR12_GDN_PREMIUM_AUTO_20250921,557,6,False,False,GB
CFG008948,2025-11-02,AVATR 12,Performance,tablet,direct,social,organic,95,2,False,False,GB
CFG008949,2025-11-02,DEEPAL S07,Intelligence,mobile,meta,referral,TT_GB_S07_AWR_DEALER_LOCATOR_20250502,305,1,False,False,GB
CFG008950,2025-11-02,DEEPAL S07,Design,desktop,tiktok,organic,META_GB_AVATR12_CON_LUXURY_LIFESTYLE_20251020,55,6,False,False,DE
CFG008951,2025-11-02,DEEPAL S07,Design,desktop,linkedin,cpc,META_GB_S07_AWR_FLEET_MANAGERS_20250316,220,7,False,False,DE
CFG008952,2025-11-02,DEEPAL S07,Pure,mobile,google,email,TT_GB_S07_AWR_HERO_LAUNCH_20250417,444,5,False,False,DE
CFG008953,2025-11-02,AVATR 12,Performance,mobile,meta,organic,organic,161,5,False,False,GB
CFG008954,2025-11-02,AVATR 12,Long Range,desktop,linkedin,cpc,META_GB_S07_CVR_YOUNG_PROFESSIONALS_20251027,85,3,False,False,GB
CFG008955,2025-11-02,DEEPAL S07,Pure,mobile,google,social,organic,119,5,True,False,DE
CFG008956,2025-11-02,AVATR 12,Performance,desktop,organic,organic,organic,128,6,True,False,GB
CFG008957,2025-11-02,AVATR 12,Long Range,mobile,organic,referral,organic,208,3,False,False,DE
CFG008958,2025-11-02,DEEPAL S07,Intelligence,desktop,direct,display,META_GB_S07_AWR_SITE_VISITORS_20250906,88,7,True,False,GB
CFG008959,2025-11-02,DEEPAL S07,Design,mobile,organic,organic,organic,131,6,False,False,DE
CFG008960,2025-11-02,AVATR 11,Executive Plus,mobile,organic,email,organic,318,4,False,False,GB
CFG008961,2025-11-02,DEEPAL S07,Pure,mobile,google,referral,organic,135,4,False,False,GB
CFG008962,2025-11-02,DEEPAL S07,Design,tablet,google,referral,organic,424,3,False,False,GB
CFG008963,2025-11-02,DEEPAL S07,Design,desktop,google,social,TT_GB_S07_AWR_LIFESTYLE_20250323,42,5,False,False,GB
CFG008964,2025-11-02,DEEPAL S07,Pure,desktop,organic,cpc,TT_GB_S07_AWR_AWARD_WINNER_20250512,141,1,False,False,DE
CFG008965,2025-11-02,DEEPAL S07,Pure,mobile,google,referral,TT_GB_AVATR12_TRF_AWARD_WINNER_20251017,258,5,True,False,DE
CFG008966,2025-11-02,DEEPAL S07,Design,tablet,google,email,META_GB_AVATR11_AWR_ENGAGED_VIEWERS_20251026,106,6,True,False,GB
CFG008967,2025-11-02,DEEPAL S07,Intelligence,desktop,direct,cpc,organic,174,4,False,False,DE
CFG008968,2025-11-02,DEEPAL S07,Design,mobile,organic,email,GOOG_GB_S07_GDN_ECO_CONSCIOUS_20251005,36,7,True,False,GB
CFG008969,2025-11-02,DEEPAL S07,Pure,desktop,linkedin,cpc,META_GB_AVATR12_RTG_PREMIUM_AUTO_20250929,182,7,False,False,GB
CFG008970,2025-11-02,DEEPAL S07,Design,desktop,google,social,organic,275,5,False,False,GB
CFG008971,2025-11-02,DEEPAL S07,Intelligence,mobile,tiktok,referral,organic,980,6,False,False,GB
CFG008972,2025-11-03,DEEPAL S07,Design,desktop,meta,social,organic,185,7,False,False,DE
CFG008973,2025-11-03,DEEPAL S07,Design,desktop,organic,email,organic,185,4,False,False,GB
CFG008974,2025-11-03,AVATR 12,Long Range,tablet,organic,social,organic,180,6,False,False,GB
CFG008975,2025-11-03,AVATR 12,Performance,desktop,tiktok,cpc,organic,57,5,True,False,DE
CFG008976,2025-11-03,AVATR 12,Long Range,desktop,direct,organic,META_GB_S07_CVR_SITE_VISITORS_20250928,380,5,False,False,DE
CFG008977,2025-11-03,DEEPAL S07,Design,mobile,linkedin,display,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250425,132,6,False,False,GB
CFG008978,2025-11-03,DEEPAL S07,Design,mobile,organic,email,organic,109,5,True,False,DE
CFG008979,2025-11-03,DEEPAL S07,Design,desktop,direct,display,TT_GB_AVATR11_CVR_RESERVATION_CTA_20251027,268,4,False,False,GB
CFG008980,2025-11-03,DEEPAL S07,Pure,desktop,direct,display,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250801,194,6,True,False,GB
CFG008981,2025-11-03,AVATR 11,Executive,desktop,organic,display,organic,134,5,True,False,GB
CFG008982,2025-11-03,AVATR 12,Long Range,desktop,organic,email,META_GB_S07_RTG_CONQUEST_TESLA_20251017,66,4,False,False,GB
CFG008983,2025-11-03,DEEPAL S07,Intelligence,mobile,direct,email,TT_GB_S07_AWR_PRODUCT_FEATURES_20250603,87,7,False,False,DE
CFG008984,2025-11-03,DEEPAL S07,Pure,mobile,linkedin,referral,META_GB_S07_RTG_FLEET_MANAGERS_20251026,227,5,True,False,DE
CFG008985,2025-11-03,DEEPAL S07,Design,desktop,meta,cpc,organic,34,3,False,False,GB
CFG008986,2025-11-03,AVATR 11,Executive,desktop,tiktok,social,TT_GB_S07_AWR_COMPARISON_20250425,94,2,False,False,GB
CFG008987,2025-11-03,DEEPAL S07,Pure,desktop,direct,cpc,organic,49,3,False,False,GB
CFG008988,2025-11-03,DEEPAL S07,Design,mobile,tiktok,organic,organic,236,6,False,False,GB
CFG008989,2025-11-03,AVATR 12,Performance,mobile,direct,referral,META_GB_S07_AWR_CONQUEST_TESLA_20250101,407,7,False,False,GB
CFG008990,2025-11-03,AVATR 12,Performance,mobile,meta,email,META_GB_AVATR12_RTG_LOOKALIKE_CONVERTERS_20250928,456,2,False,False,DE
CFG008991,2025-11-03,DEEPAL S07,Intelligence,mobile,organic,cpc,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250717,163,2,False,False,GB
CFG008992,2025-11-03,DEEPAL S07,Design,mobile,tiktok,organic,TT_GB_AVATR12_TRF_COMPARISON_20250909,79,6,True,True,FR
CFG008993,2025-11-03,DEEPAL S07,Design,desktop,tiktok,cpc,TT_GB_S07_AWR_COMPARISON_20250406,155,6,True,False,GB
CFG008994,2025-11-03,DEEPAL S07,Pure,mobile,tiktok,display,organic,181,5,True,False,DE
CFG008995,2025-11-03,DEEPAL S07,Intelligence,tablet,google,email,organic,227,6,True,False,DE
CFG008996,2025-11-03,DEEPAL S07,Pure,desktop,linkedin,email,META_GB_S07_AWR_PREMIUM_AUTO_20250820,127,5,True,False,GB
CFG008997,2025-11-03,DEEPAL S07,Intelligence,mobile,tiktok,organic,organic,193,7,True,False,GB
