date,channel,device,sessions,users,new_users,bounce_rate,avg_session_duration_sec,pages_per_session,configurator_starts
2025-09-29,social_paid,desktop,39366,30302,20802,0.4882,71.2,3.5,1967
2025-09-29,display,mobile,28978,24044,16972,0.4917,88.6,2.41,1015
2025-09-29,display,tablet,5124,3942,2871,0.5668,231.3,3.73,181
2025-09-29,display,desktop,18296,14322,8291,0.3935,211.2,4.77,377
2025-09-30,organic_search,mobile,101472,84986,65171,0.4973,253.8,3.28,2067
2025-09-30,organic_search,desktop,64182,56279,37583,0.4811,272.9,3.05,1978
2025-09-30,social_paid,mobile,60539,52022,41724,0.6266,63.0,4.89,1419
2025-09-30,social_paid,desktop,38583,30297,17492,0.3074,113.8,2.12,1540
2025-09-30,social_organic,mobile,32285,24754,19109,0.3814,61.7,1.96,841
2025-09-30,social_organic,desktop,20707,18147,10058,0.4866,46.6,4.6,804
2025-09-30,display,mobile,28370,24974,19093,0.6609,285.8,4.89,1222
2025-09-30,display,desktop,18287,15519,10025,0.4068,283.2,4.77,527
2025-09-30,referral,mobile,19844,15024,9316,0.4668,214.4,3.63,655
2025-09-30,referral,desktop,12877,11404,7219,0.6148,266.3,4.13,314
2025-09-30,direct,mobile,60428,56490,36950,0.6026,263.3,4.77,1719
2025-09-30,direct,desktop,38640,35260,19559,0.3436,266.7,2.79,1211
2025-10-01,organic_search,tablet,20395,16200,8687,0.5344,118.3,2.62,533
2025-10-01,organic_search,mobile,112087,89782,62746,0.6371,172.9,1.53,3040
2025-10-01,paid_search,tablet,16209,12436,6652,0.5296,251.9,2.66,338
2025-10-01,paid_search,mobile,90169,72817,59857,0.5693,251.8,2.89,2434
2025-10-01,referral,tablet,4093,3664,2666,0.3182,206.7,1.98,196
2025-10-01,referral,mobile,22571,20014,14286,0.6808,198.9,2.79,670
2025-10-01,social_organic,tablet,6533,5035,3295,0.3275,39.6,4.21,144
2025-10-01,social_organic,mobile,36042,30931,22564,0.461,36.5,4.04,960
2025-10-01,social_paid,tablet,12131,11226,8300,0.6442,87.9,2.81,286
2025-10-01,social_paid,mobile,67169,59296,39755,0.5655,92.7,3.21,1985
2025-10-01,direct,tablet,12094,11043,5708,0.4926,159.5,4.68,390
2025-10-01,direct,mobile,67677,55518,33043,0.5753,246.0,4.41,1922
2025-10-02,referral,desktop,12458,10568,5187,0.5344,256.2,2.13,283
2025-10-02,referral,mobile,19722,15181,7938,0.6791,207.3,2.51,641
2025-10-02,referral,tablet,3606,3175,1526,0.6664,257.2,3.48,102
2025-10-02,paid_search,desktop,49298,37706,31032,0.628,270.4,4.59,1314
2025-10-02,paid_search,mobile,77815,69019,53805,0.6864,216.7,4.31,1752
2025-10-02,paid_search,tablet,14289,11809,5787,0.4577,262.0,3.71,486
2025-10-02,social_organic,desktop,19747,17605,11812,0.3897,54.3,2.54,743
2025-10-02,social_organic,mobile,31207,24047,19287,0.39,86.8,3.44,1319
2025-10-02,social_organic,tablet,5759,4888,2948,0.37,70.0,2.06,130
2025-10-02,email,desktop,12530,9696,6686,0.3189,263.8,3.8,271
2025-10-02,email,mobile,19691,18311,11817,0.6018,292.3,4.56,974
2025-10-02,email,tablet,3588,3056,2071,0.4894,291.1,4.74,109
2025-10-02,social_paid,desktop,37160,32629,19142,0.4365,119.0,3.38,1526
2025-10-02,social_paid,mobile,58965,52977,30489,0.6001,53.1,4.51,2266
2025-10-02,social_paid,tablet,10573,9259,5352,0.5904,94.1,3.06,281
2025-10-02,direct,desktop,37261,31431,21847,0.3227,291.4,2.61,1739
2025-10-02,direct,mobile,58464,52741,23422,0.4543,162.5,2.36,1251
2025-10-02,direct,tablet,10705,9366,7056,0.6147,82.6,1.94,244
2025-10-03,referral,mobile,15099,12545,10263,0.5213,253.4,1.55,642
2025-10-03,referral,desktop,9744,8610,5329,0.6862,144.4,2.78,476
2025-10-03,email,mobile,15282,13652,8288,0.6564,183.1,2.26,503
2025-10-03,email,desktop,9625,7706,4064,0.3519,82.8,4.52,202
2025-10-03,social_paid,mobile,46099,34650,20703,0.3204,47.2,3.01,1587
2025-10-03,social_paid,desktop,29396,26735,15138,0.6474,43.8,2.83,1408
2025-10-03,organic_search,mobile,76527,69868,45282,0.3085,165.3,2.45,3677
2025-10-03,organic_search,desktop,49060,45510,31529,0.415,246.0,3.58,1980
2025-10-03,paid_search,mobile,61135,57635,37898,0.5872,80.1,4.58,1616
2025-10-03,paid_search,desktop,39036,33723,21401,0.647,205.9,2.73,1419
2025-10-04,display,tablet,5645,5152,3396,0.3168,147.6,3.59,220
2025-10-04,display,desktop,19623,17573,10173,0.4186,196.5,3.18,752
2025-10-04,display,mobile,30782,25296,16403,0.3618,159.4,2.23,1030
2025-10-04,email,tablet,3989,3110,1716,0.3227,263.1,2.02,96
2025-10-04,email,desktop,13852,12604,6207,0.3292,244.9,4.61,609
2025-10-04,email,mobile,22203,17169,15502,0.6886,220.7,2.86,546
2025-10-04,referral,tablet,4051,3321,2780,0.5042,199.8,3.3,82
2025-10-04,referral,desktop,13968,11572,8910,0.5139,97.9,4.7,466
2025-10-04,referral,mobile,21890,18161,14727,0.3939,115.8,2.33,442
2025-10-04,social_paid,tablet,11830,9589,5489,0.4179,59.9,3.25,553
2025-10-04,social_paid,desktop,41646,36702,25541,0.5645,56.1,3.92,1935
2025-10-04,social_paid,mobile,65892,59640,39072,0.3914,46.5,3.31,2126
2025-10-04,direct,tablet,11906,10177,5777,0.3101,135.2,1.66,327
2025-10-04,direct,desktop,42117,35231,19521,0.574,183.8,4.57,1183
2025-10-04,direct,mobile,65630,54645,35173,0.4964,279.8,1.93,3072
2025-10-04,social_organic,tablet,6327,5143,3232,0.5568,71.1,2.7,239
2025-10-04,social_organic,desktop,22347,20529,13043,0.5514,37.2,2.08,583
2025-10-04,social_organic,mobile,35533,28403,21100,0.4949,48.8,1.79,1100
2025-10-05,social_organic,tablet,9658,9126,6361,0.6453,77.3,1.82,432
2025-10-05,social_organic,desktop,33389,30710,20124,0.3785,80.2,3.73,953
2025-10-05,social_paid,tablet,17871,14060,9624,0.392,46.9,2.98,405
2025-10-05,social_paid,desktop,62468,57410,31808,0.4598,70.2,4.67,2885
2025-10-05,referral,tablet,5878,5492,3369,0.5859,66.2,3.91,213
2025-10-05,referral,desktop,20996,19274,10533,0.5339,198.1,4.24,624
2025-10-05,organic_search,tablet,29682,22657,17886,0.48,75.9,4.25,647
2025-10-05,organic_search,desktop,104325,97760,48148,0.5279,271.6,4.83,4088
2025-10-05,paid_search,tablet,23776,19105,11308,0.5568,220.4,3.94,928
2025-10-05,paid_search,desktop,83906,70650,56374,0.3014,168.8,4.75,3936
2025-10-06,referral,desktop,10936,9379,7532,0.6591,174.7,4.67,523
2025-10-06,referral,mobile,17177,13628,11370,0.6782,285.6,4.56,723
2025-10-06,email,desktop,11198,9607,5021,0.639,162.4,1.54,382
2025-10-06,email,mobile,17100,15582,10799,0.4206,118.3,4.74,433
2025-10-06,social_organic,desktop,17496,14446,9989,0.523,63.1,1.8,677
2025-10-06,social_organic,mobile,27714,23590,15516,0.4596,82.1,3.56,981
2025-10-06,organic_search,desktop,54937,42228,31167,0.4316,209.2,1.7,1179
2025-10-06,organic_search,mobile,86904,78808,48394,0.4929,204.2,1.93,3433
2025-10-06,direct,desktop,33073,29548,16259,0.5163,155.5,1.63,1247
2025-10-06,direct,mobile,52138,41888,30585,0.3156,100.5,3.64,2553
2025-10-07,referral,mobile,12736,10317,6649,0.691,219.9,4.48,612
2025-10-07,referral,tablet,2364,2144,1031,0.3656,71.0,3.18,81
2025-10-07,referral,desktop,8180,7490,4568,0.4761,103.2,3.5,395
2025-10-07,direct,mobile,37946,30879,17744,0.5215,110.1,3.77,830
2025-10-07,direct,tablet,7081,6635,3598,0.6578,102.9,4.93,195
2025-10-07,direct,desktop,24242,19753,10525,0.644,236.4,2.04,901
2025-10-07,social_paid,mobile,38395,35395,25609,0.6901,73.8,2.42,1579
2025-10-07,social_paid,tablet,6935,6248,3970,0.6982,79.8,2.27,269
2025-10-07,social_paid,desktop,24237,18734,11489,0.6128,107.1,3.64,938
2025-10-07,organic_search,mobile,64089,55661,40337,0.5744,180.9,3.48,1598
2025-10-07,organic_search,tablet,11708,9054,8095,0.4944,208.4,2.13,433
2025-10-07,organic_search,desktop,40332,37627,23527,0.5102,287.7,3.06,1573
2025-10-07,social_organic,mobile,20620,17510,12014,0.3563,83.1,4.48,753
2025-10-07,social_organic,tablet,3627,3234,1510,0.3841,86.6,3.86,81
2025-10-07,social_organic,desktop,12895,10250,7289,0.5449,32.8,1.66,410
2025-10-08,direct,desktop,18267,17234,8026,0.3825,92.8,1.61,561
2025-10-08,direct,tablet,5485,4853,2440,0.4096,86.1,1.64,195
2025-10-08,direct,mobile,28853,21720,17509,0.361,261.2,4.62,1263
2025-10-08,display,desktop,8612,7439,4593,0.6279,108.6,2.64,321
2025-10-08,display,tablet,2443,2250,1115,0.6221,126.6,2.76,50
2025-10-08,display,mobile,13523,10160,8654,0.6507,120.1,3.46,304
2025-10-08,referral,desktop,6203,5593,3905,0.465,126.4,4.07,284
2025-10-08,referral,tablet,1741,1627,815,0.307,191.0,4.7,74
2025-10-08,referral,mobile,9716,8426,6203,0.3299,187.3,3.15,195
2025-10-08,paid_search,desktop,24575,21456,16397,0.498,178.8,3.88,1088
2025-10-08,paid_search,tablet,7249,6361,3414,0.6873,74.1,4.69,326
2025-10-08,paid_search,mobile,38665,32561,22306,0.6812,63.3,2.39,1113
2025-10-08,organic_search,desktop,30990,24560,14871,0.4155,266.8,2.28,1348
2025-10-08,organic_search,tablet,8851,8193,3917,0.585,264.0,3.26,390
2025-10-08,organic_search,mobile,48225,36945,33708,0.5633,128.4,4.42,1741
2025-10-08,social_paid,desktop,18479,14578,10221,0.5346,82.3,4.8,522
2025-10-08,social_paid,tablet,5334,4493,3268,0.6419,119.1,3.51,200
2025-10-08,social_paid,mobile,29152,22508,13049,0.5353,78.5,3.98,756
2025-10-09,email,tablet,1715,1333,701,0.6496,224.1,2.6,75
2025-10-09,email,desktop,6091,5011,4209,0.5438,98.4,3.17,225
2025-10-09,email,mobile,9434,7430,4372,0.5211,157.5,1.85,232
2025-10-09,paid_search,tablet,7055,6559,4444,0.5882,287.1,4.44,221
2025-10-09,paid_search,desktop,24452,20585,14688,0.5417,138.7,1.51,660
2025-10-09,paid_search,mobile,38473,35139,22700,0.5701,189.1,3.05,861
2025-10-09,organic_search,tablet,8623,6640,5705,0.313,124.0,4.23,430
2025-10-09,organic_search,desktop,30349,26009,13209,0.3812,78.4,2.36,1131
2025-10-09,organic_search,mobile,47505,39727,26819,0.6842,226.3,2.99,1499
2025-10-09,social_organic,tablet,2778,2281,1370,0.4093,40.9,1.98,137
2025-10-09,social_organic,desktop,9755,8467,4984,0.4598,47.3,1.73,296
2025-10-09,social_organic,mobile,15181,13537,8390,0.4872,89.1,4.52,565
2025-10-09,display,tablet,2447,2300,1403,0.4544,250.0,4.72,82
2025-10-09,display,desktop,8613,7148,5346,0.6271,73.4,1.59,389
2025-10-09,display,mobile,13329,11449,7917,0.5629,242.6,3.31,590
2025-10-09,social_paid,tablet,5271,4016,2536,0.6709,94.5,3.79,222
2025-10-09,social_paid,desktop,18137,13705,9901,0.538,84.4,2.18,509
2025-10-09,social_paid,mobile,28599,23440,13574,0.6096,62.7,3.68,1203
2025-10-10,organic_search,tablet,22117,18731,14554,0.4309,78.4,4.45,753
2025-10-10,organic_search,desktop,78361,67296,43884,0.4262,294.8,1.66,3613
2025-10-10,email,tablet,4397,4121,2200,0.6497,67.1,1.55,169
2025-10-10,email,desktop,15856,14906,7344,0.6459,264.7,2.43,404
2025-10-10,direct,tablet,13362,10509,5894,0.5499,238.3,2.3,475
2025-10-10,direct,desktop,46678,37624,28445,0.3513,222.3,4.73,2106
2025-10-10,social_paid,tablet,13502,11608,7696,0.6689,119.1,4.64,442
2025-10-10,social_paid,desktop,46842,37732,22224,0.3866,45.0,2.11,1983
2025-10-10,display,tablet,6215,4958,4273,0.5178,80.6,3.04,179
2025-10-10,display,desktop,21820,16448,15236,0.6561,187.1,2.15,861
2025-10-10,paid_search,tablet,17760,16516,10561,0.3771,265.1,3.19,456
2025-10-10,paid_search,desktop,62299,57233,41569,0.6198,235.6,2.06,1719
2025-10-11,paid_search,desktop,33734,29038,20123,0.5609,61.6,2.22,1193
2025-10-11,paid_search,mobile,52794,49778,29201,0.4915,230.0,3.88,2626
2025-10-11,paid_search,tablet,9684,8760,4789,0.5616,128.7,3.26,255
2025-10-11,social_organic,desktop,13463,11127,7580,0.5823,56.7,4.41,439
2025-10-11,social_organic,mobile,20871,18662,11210,0.4807,63.3,3.45,585
2025-10-11,social_organic,tablet,3889,3606,2568,0.3672,72.0,1.95,174
2025-10-11,organic_search,desktop,42178,39586,18303,0.607,251.9,4.77,1696
2025-10-11,organic_search,mobile,66223,62484,41249,0.4131,288.3,3.11,1447
2025-10-11,organic_search,tablet,12000,10530,6358,0.56,204.8,3.69,289
2025-10-11,referral,desktop,8288,7267,4335,0.6829,101.8,3.43,393
2025-10-11,referral,mobile,13428,10618,5561,0.6335,213.8,4.54,287
2025-10-11,referral,tablet,2489,1870,1741,0.3158,107.4,3.0,52
2025-10-11,social_paid,desktop,25323,23426,10433,0.4994,100.5,4.31,910
2025-10-11,social_paid,mobile,39402,34636,19848,0.6314,95.6,3.71,1385
2025-10-11,social_paid,tablet,7228,5857,4092,0.3118,119.5,4.18,169
2025-10-11,email,desktop,8348,7530,4777,0.5581,150.7,4.09,375
2025-10-11,email,mobile,13167,12072,5358,0.5342,222.9,3.75,280
2025-10-11,email,tablet,2348,1871,1531,0.4947,100.4,1.78,113
2025-10-12,social_organic,mobile,31689,28960,15770,0.3521,31.7,3.05,1151
2025-10-12,social_organic,desktop,20124,18166,10327,0.5345,80.2,4.19,763
2025-10-12,referral,mobile,19645,15920,10686,0.5821,274.3,3.99,612
2025-10-12,referral,desktop,12573,10605,7547,0.5543,299.3,4.12,271
2025-10-12,organic_search,mobile,98072,80754,58631,0.4527,234.1,2.92,4169
2025-10-12,organic_search,desktop,62653,59369,41752,0.4825,217.6,2.94,2828
2025-10-12,display,mobile,27496,25767,13761,0.5438,202.4,3.68,1111
2025-10-12,display,desktop,17669,16039,8396,0.3736,275.3,1.89,426
2025-10-12,social_paid,mobile,59062,50018,30415,0.3019,99.6,3.0,2018
2025-10-12,social_paid,desktop,37581,28479,24749,0.6351,99.5,4.71,1060
2025-10-13,email,tablet,2937,2316,1295,0.3627,155.7,2.3,115
2025-10-13,email,desktop,10309,8920,6087,0.3791,252.5,3.96,464
2025-10-13,email,mobile,15902,11959,6876,0.6559,234.9,1.87,641
2025-10-13,social_organic,tablet,4569,3503,2807,0.4124,80.2,2.63,108
2025-10-13,social_organic,desktop,16284,12929,10363,0.4981,41.4,3.89,432
2025-10-13,social_organic,mobile,25364,23833,12235,0.5786,68.0,3.53,1052
2025-10-13,social_paid,tablet,8687,8199,3893,0.6392,94.2,2.83,269
2025-10-13,social_paid,desktop,30719,24467,14565,0.6558,118.9,2.12,1525
2025-10-13,social_paid,mobile,47577,42881,25304,0.4461,55.1,4.51,1582
2025-10-13,paid_search,tablet,11715,9234,6319,0.5015,231.3,2.39,254
2025-10-13,paid_search,desktop,40412,37141,17938,0.6812,209.1,3.86,1776
2025-10-13,paid_search,mobile,63980,56413,37149,0.5781,127.5,2.57,1408
2025-10-13,direct,tablet,8629,8196,5566,0.4631,289.2,3.66,180
2025-10-13,direct,desktop,30557,24884,16378,0.5528,97.9,4.13,810
2025-10-13,direct,mobile,48226,42974,24197,0.3071,242.8,1.87,1756
2025-10-14,paid_search,desktop,70423,62242,37472,0.5205,140.8,2.26,2068
2025-10-14,paid_search,tablet,20119,15613,8213,0.5042,276.5,1.71,765
2025-10-14,social_paid,desktop,53094,49680,28195,0.5529,96.3,4.59,1724
2025-10-14,social_paid,tablet,14961,13638,9283,0.5552,54.6,4.53,682
2025-10-14,referral,desktop,17520,14231,10683,0.6343,235.4,3.71,642
2025-10-14,referral,tablet,5097,4362,2141,0.5534,221.6,1.7,204
2025-10-14,display,desktop,24594,19722,9906,0.3923,125.3,1.88,499
2025-10-14,display,tablet,6935,5749,4445,0.5191,274.5,3.57,207
2025-10-14,direct,desktop,52567,47949,32460,0.4513,77.1,2.81,1613
2025-10-14,direct,tablet,15109,14054,10010,0.3932,121.6,2.98,665
2025-10-14,social_organic,desktop,28066,21052,14528,0.6979,74.5,4.32,742
2025-10-14,social_organic,tablet,7904,6292,4525,0.4882,56.1,3.76,220
2025-10-15,social_paid,mobile,31967,27358,18688,0.4925,69.1,3.91,1501
2025-10-15,social_paid,tablet,5827,5129,4010,0.6442,63.2,3.09,287
2025-10-15,social_paid,desktop,20345,18977,9253,0.4506,54.3,3.86,450
2025-10-15,organic_search,mobile,53602,43413,29910,0.3925,73.9,3.31,1929
2025-10-15,organic_search,tablet,9704,8245,4497,0.4692,169.4,2.98,242
2025-10-15,organic_search,desktop,33441,28726,17178,0.4912,98.2,2.6,813
2025-10-15,paid_search,mobile,42442,33054,28673,0.3759,224.1,3.49,1722
2025-10-15,paid_search,tablet,7760,7121,3234,0.3597,287.0,4.84,234
2025-10-15,paid_search,desktop,26878,22333,13597,0.4256,119.4,4.14,946
2025-10-15,display,mobile,14828,11588,7898,0.5345,233.5,3.84,481
2025-10-15,display,tablet,2675,2107,1457,0.5945,215.5,2.89,80
2025-10-15,display,desktop,9651,8432,4332,0.677,70.3,4.28,275
2025-10-15,email,mobile,10612,9708,6829,0.34,267.4,1.95,294
2025-10-15,email,tablet,1907,1700,1254,0.3441,109.8,2.46,46
2025-10-15,email,desktop,6910,5879,3489,0.6279,207.7,4.01,178
2025-10-15,referral,mobile,10676,9112,5962,0.4623,170.6,1.83,262
2025-10-15,referral,tablet,1966,1645,1255,0.5512,148.0,4.63,46
2025-10-15,referral,desktop,6885,5724,4549,0.3599,202.7,2.15,292
2025-10-16,paid_search,desktop,56657,46834,26609,0.3007,148.6,2.24,2817
2025-10-16,paid_search,mobile,88828,70008,43764,0.3229,299.8,4.79,3052
2025-10-16,social_paid,desktop,43054,35965,22094,0.6511,98.1,3.55,1329
2025-10-16,social_paid,mobile,66761,50335,30276,0.4341,66.3,3.51,2785
2025-10-16,social_organic,desktop,22720,21148,9399,0.5855,75.2,4.63,766
2025-10-16,social_organic,mobile,36112,30011,16448,0.5701,40.8,2.09,1609
2025-10-16,referral,desktop,14122,10667,7891,0.4422,134.9,1.57,462
2025-10-16,referral,mobile,22127,19550,12767,0.5654,147.5,1.81,655
2025-10-16,email,desktop,14209,12898,5764,0.6172,90.7,1.69,541
2025-10-16,email,mobile,22442,21112,11000,0.6823,230.3,1.82,644
2025-10-17,referral,tablet,4223,3517,2331,0.5462,147.4,3.28,154
2025-10-17,referral,mobile,23137,18365,11826,0.4119,80.1,3.37,747
2025-10-17,social_organic,tablet,6825,6189,4546,0.5565,80.1,3.65,334
2025-10-17,social_organic,mobile,37338,28399,22662,0.4231,39.4,1.95,1222
2025-10-17,social_paid,tablet,12695,10892,5695,0.4042,84.9,3.68,293
2025-10-17,social_paid,mobile,69988,56013,46689,0.5683,40.4,2.86,1668
2025-10-17,direct,tablet,12736,9740,5191,0.4974,220.6,3.39,273
2025-10-17,direct,mobile,69757,57428,28365,0.6596,115.1,1.53,3324
2025-10-17,email,tablet,4231,3184,2952,0.4431,296.4,3.92,190
2025-10-17,email,mobile,23028,17526,14986,0.6731,152.3,2.53,754
2025-10-17,display,tablet,5935,4560,2704,0.5243,65.1,4.33,152
2025-10-17,display,mobile,32592,30483,17864,0.3638,145.0,4.76,979
2025-10-18,direct,tablet,11932,9944,6273,0.3587,258.1,1.74,510
2025-10-18,direct,desktop,41762,35808,28428,0.3337,264.7,3.56,1383
2025-10-18,paid_search,tablet,15980,12754,6773,0.5478,109.5,4.21,793
2025-10-18,paid_search,desktop,55650,50658,35360,0.3648,169.2,3.33,2696
2025-10-18,social_paid,tablet,11880,9570,6472,0.3241,116.3,2.19,320
2025-10-18,social_paid,desktop,41861,36298,21522,0.5282,40.5,2.69,1532
2025-10-18,referral,tablet,3944,3240,2137,0.4075,82.3,1.8,183
2025-10-18,referral,desktop,14147,12651,6783,0.5514,73.7,1.85,523
2025-10-18,organic_search,tablet,19837,15457,8672,0.5329,128.2,3.18,770
2025-10-18,organic_search,desktop,69508,52850,28896,0.4772,145.9,1.95,3315
2025-10-19,referral,desktop,9541,9052,4208,0.5581,60.1,3.05,237
2025-10-19,referral,tablet,2782,2250,1200,0.3001,87.8,4.06,84
2025-10-19,referral,mobile,15038,13335,7638,0.5547,298.8,2.62,540
2025-10-19,social_paid,desktop,28301,24123,11974,0.345,54.3,2.43,1065
2025-10-19,social_paid,tablet,8386,6919,3697,0.6796,117.2,1.89,281
2025-10-19,social_paid,mobile,44687,34237,26998,0.4707,63.1,1.94,2123
2025-10-19,display,desktop,13291,12405,8951,0.6684,79.1,1.9,614
2025-10-19,display,tablet,3706,2979,2150,0.6626,74.2,4.78,176
2025-10-19,display,mobile,20848,16554,9057,0.4778,93.0,3.32,551
2025-10-19,direct,desktop,28491,23492,18192,0.5077,222.9,1.62,1040
2025-10-19,direct,tablet,8169,6274,5029,0.4704,175.1,3.95,362
2025-10-19,direct,mobile,44528,41967,27962,0.3828,106.5,3.71,1870
2025-10-19,organic_search,desktop,47596,42515,32845,0.359,292.3,2.33,1883
2025-10-19,organic_search,tablet,13588,12764,6612,0.6196,133.6,3.24,647
2025-10-19,organic_search,mobile,74378,69465,41452,0.5247,167.9,3.42,1978
2025-10-20,social_paid,mobile,42144,32890,25419,0.6585,111.7,4.11,1347
2025-10-20,social_paid,desktop,26902,24721,16755,0.4745,41.4,2.29,557
2025-10-20,social_organic,mobile,22451,18322,13115,0.6757,88.3,4.87,1116
2025-10-20,social_organic,desktop,14252,12756,6567,0.6754,89.0,2.87,537
2025-10-20,paid_search,mobile,56343,50493,37474,0.6146,137.9,2.47,2149
2025-10-20,paid_search,desktop,35921,28174,19413,0.5859,246.5,4.36,946
2025-10-20,display,mobile,19694,18637,8999,0.5717,111.9,4.67,562
2025-10-20,display,desktop,12584,11613,7693,0.5536,273.3,3.76,583
2025-10-20,email,mobile,14092,12174,5877,0.6995,284.6,4.95,340
2025-10-20,email,desktop,8772,7488,4181,0.3989,163.8,4.59,414
2025-10-20,referral,mobile,13882,10974,6552,0.5066,175.6,2.53,442
2025-10-20,referral,desktop,8843,8203,5134,0.5896,71.9,1.53,309
2025-10-21,paid_search,desktop,28495,24489,11567,0.5939,172.9,1.94,1424
2025-10-21,paid_search,mobile,44624,33632,18917,0.3815,243.7,4.22,970
2025-10-21,paid_search,tablet,7978,6698,3782,0.4813,118.0,1.61,334
2025-10-21,organic_search,desktop,35648,28370,17931,0.6283,294.9,3.25,765
2025-10-21,organic_search,mobile,55581,45300,25777,0.6061,279.8,2.89,1409
2025-10-21,organic_search,tablet,10227,8705,6833,0.6268,250.3,3.91,252
2025-10-21,social_paid,desktop,21196,16529,14257,0.6952,52.0,3.22,467
2025-10-21,social_paid,mobile,33321,31183,14065,0.4055,43.2,3.53,922
2025-10-21,social_paid,tablet,6265,5631,2799,0.4385,88.4,2.11,128
2025-10-21,referral,desktop,6876,6211,4296,0.6937,220.0,1.93,220
2025-10-21,referral,mobile,11101,9137,5011,0.6015,99.8,4.15,446
2025-10-21,referral,tablet,2060,1836,1289,0.3374,185.0,3.9,73
2025-10-21,email,desktop,7009,5759,3358,0.5236,187.9,3.22,221
2025-10-21,email,mobile,11227,9453,7761,0.3344,193.4,2.69,289
2025-10-21,email,tablet,2030,1879,1309,0.4636,199.2,3.0,99
2025-10-21,display,desktop,9990,9222,5574,0.4322,99.1,3.31,227
2025-10-21,display,mobile,15644,14069,10474,0.4427,292.6,1.83,691
2025-10-21,display,tablet,2856,2630,1232,0.6663,138.8,4.2,92
2025-10-22,paid_search,mobile,79884,68796,48248,0.4947,178.1,2.99,1881
2025-10-22,paid_search,desktop,50302,41949,26702,0.6851,254.7,3.4,1482
2025-10-22,referral,mobile,19806,15111,8086,0.369,153.6,4.19,929
2025-10-22,referral,desktop,12782,10994,5515,0.4207,94.9,1.6,587
2025-10-22,display,mobile,27555,24324,16917,0.3979,162.3,3.84,1222
2025-10-22,display,desktop,17620,16380,10034,0.6988,68.2,2.08,650
2025-10-22,direct,mobile,59528,50520,32911,0.3303,154.3,4.19,2663
2025-10-22,direct,desktop,37514,32086,16100,0.3622,219.2,2.89,1091
2025-10-22,email,mobile,19806,17079,8355,0.3496,112.5,3.06,747
2025-10-22,email,desktop,12827,11193,8710,0.6008,172.5,4.76,626
2025-10-22,social_organic,mobile,31752,30046,18916,0.4374,63.2,4.89,735
2025-10-22,social_organic,desktop,20310,15322,8628,0.6669,78.7,3.59,917
2025-10-23,organic_search,tablet,24693,22097,13490,0.6792,288.8,2.85,823
2025-10-23,organic_search,desktop,87080,66889,39661,0.5116,273.4,3.87,3652
2025-10-23,display,tablet,7077,6564,3793,0.5329,275.6,3.32,243
2025-10-23,display,desktop,24364,20696,10549,0.5347,285.7,3.33,540
2025-10-23,referral,tablet,5056,4670,3185,0.6433,163.7,4.92,109
2025-10-23,referral,desktop,17507,16452,7293,0.6113,291.3,3.67,783
2025-10-23,paid_search,tablet,20010,15082,9638,0.6629,128.9,1.59,800
2025-10-23,paid_search,desktop,69588,53998,46772,0.65,253.9,1.87,3096
2025-10-23,social_paid,tablet,15216,13169,6875,0.437,71.1,4.77,735
2025-10-23,social_paid,desktop,51954,47534,34944,0.4609,45.4,4.81,2337
2025-10-23,email,tablet,4969,3734,2692,0.4913,74.2,4.36,101
2025-10-23,email,desktop,17341,15409,10254,0.3349,208.3,3.97,515
2025-10-24,organic_search,desktop,79999,65608,41700,0.5053,191.1,4.99,2959
2025-10-24,organic_search,tablet,22661,19347,11936,0.5947,167.7,3.68,642
2025-10-24,email,desktop,15769,13505,7729,0.5881,145.5,4.98,321
2025-10-24,email,tablet,4437,3659,2971,0.6401,108.4,3.34,92
2025-10-24,social_organic,desktop,25299,23482,15331,0.3202,52.8,4.66,692
2025-10-24,social_organic,tablet,7224,5549,3510,0.6856,43.9,3.24,220
2025-10-24,paid_search,desktop,64077,51213,27589,0.616,141.4,3.24,2283
2025-10-24,paid_search,tablet,18196,14924,8986,0.6462,215.3,3.03,505
2025-10-24,social_paid,desktop,47732,44746,29043,0.6638,41.1,2.5,1624
2025-10-24,social_paid,tablet,13886,10991,5911,0.4663,61.9,4.91,469
2025-10-24,display,desktop,22155,18889,10142,0.6548,293.8,3.55,825
2025-10-24,display,tablet,6573,5691,4460,0.4533,79.2,3.92,325
2025-10-25,direct,tablet,5355,4397,2291,0.3444,198.6,2.57,259
2025-10-25,direct,desktop,19110,17605,8738,0.355,268.1,2.96,408
2025-10-25,direct,mobile,29695,22787,20385,0.3814,255.7,2.31,1082
2025-10-25,social_paid,tablet,5420,4886,2741,0.4588,104.3,3.8,232
2025-10-25,social_paid,desktop,19267,16631,12807,0.5755,91.6,2.75,778
2025-10-25,social_paid,mobile,30044,26091,16522,0.394,93.2,1.52,1046
2025-10-25,paid_search,tablet,7183,5995,3719,0.47,147.7,4.77,216
2025-10-25,paid_search,desktop,25335,20014,10217,0.5565,182.5,3.48,572
2025-10-25,paid_search,mobile,39704,30608,26919,0.5277,119.3,3.14,1785
2025-10-25,organic_search,tablet,9013,8531,3843,0.3196,74.6,4.45,250
2025-10-25,organic_search,desktop,31873,25359,16713,0.6462,184.1,3.27,646
2025-10-25,organic_search,mobile,49380,46553,32069,0.6124,269.9,3.83,1086
2025-10-25,social_organic,tablet,2883,2616,1788,0.6523,66.8,2.67,100
